	p009_MOUSE_Brain_adult	p009_MOUSE_Brain_e17	p009_MOUSE_shGFP	p009_MOUSE_shHRNPDL_3	p009_MOUSE_shHRNPDL_4	p009_MOUSE_shRFP	p021_ESC	p021_NSC	p021_SC	p021_iPSC	p022_EBs_BR1	p022_EBs_BR2	p022_EBs_BR3	p022_ESCs_BR1	p022_ESCs_BR2	p022_ESCs_BR3	p022_MEFs_BR1	p001_BRAIN_S1_SYSY	p001_BRAIN_S2_NEB	p001_BRAIN_S2_SYSY	p005_neural_WT	p005_neural_WT	p011_D-2	p011_D0	p011_D10	p011_D2	p011_D5	p011_siCtrl-BR1	p011_siCtrl-BR2	p011_siFTO-BR1	p011_siFTO-BR2	p027_HS	p027_NM	p010_mESC_WT	p010_mESC_WT_BR1	p010_mESC_WT_BR2
Ttc9b	14.8	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575647989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc9c	310	596	15.4	27.86	35.64	34.68	2.23	3.77	4.25	10.75	78.54	152.1	7.95	69.74	12.75	8.44	74.3	35.44	61.8	37.8	54.11	54.72851398	0	0	0	0	0	0	1.86	0	0	15.7	0	17.86	16.7	18.69
Ttf1	103.9	187.6	27.9	38.33	36.24	50.65	10.71	12.13	12.04	19.07	84.4	94.74	56.84	195.8	83.37	55.5	92.63	49.28	92.09	39.13	40.1	41.01463176	47.3	18.98	50.59	22.18	43.27	21.81	39.8	36.69	85.94	0	0	13.84	33.5	28.76
Ttf2	0	18.2	9.54	14.59	8.06	7.92	3.62	6.49	3.75	7.37	17.5	25.84	6.2	18.3	21.2	21	28.7	0	49.1	0	9.88	10.55901299	0	20.8	24	23.6	25.8	18.5	14.4	11.7	13.7	0	0	4.19	7.07	9.78
Tti1	169.5	276	43.33	122.06	73.13	56.96	17.14	24.39	12.94	25.25	170	126	102.5	77.95	117.57	162.31	65.4	69.7	129	94.01	26.87	27.64158511	0	3.84	15.41	6.44	23.9	16.34	15.62	3.77	0	51.3	56.6	34.8	63.66	47.55
Tti2	32.71	52.26	7.99	0	2.91	22.8	3.07	2.05	3.67	3.26	2.84	19.7	0	10.2	0	0	10.1	13.33	27.5	26.3	19.63	19.87998836	5.62	19.08	17.97	22.72	14.9	5.1	8.49	15.24	22.13	0	0	1.81	0	0
Ttk	0	15.4	0	6.26	0	3.39	0	0	0	0	3.27	12	23.6	9.52	0	0	3.99	0	0	0	0	0.555455031	0	0	0	0	0	0	0	0	0	0	0	1.81	0	0
Ttl	660.87	870.9	21.75	18.5	25.8	49.2	4.63	33.72	5.71	17.67	170.3	359	38.1	202.76	511	86	184.68	46.3	90.4	42.17	29.31	29.46760184	7.91	14.8	33.66	11.7	17.9	18.3	23.89	16.4	24.86	0	0	44.1	27.69	40.9
Ttll1	12.8	39.2	4.49	5.01	0	0	2.03	0	1.63	0	0	0	0	0	0	0	4.44	3.68	4.77	8.8	8.56	8.954666741	0	5.74	6.83	8.31	1.69	4.44	4.79	0	0	0	0	0	2.6	0
Ttll10	0	11.2	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	10.2	117.1	0	0	0.105629494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll11	322.2	313.8	0	0	0	0	0	25.76	0	0	49.8	39.4	0	0	0	0	25.2	38.9	119.52	58.1	47.63	48.60492706	0	73.2	142.84	155.11	63.88	39.5	40.22	9.95	20.65	0	0	25.8	0	0
Ttll12	101.6	84.8	8.74	6.12	6.75	9.15	3.07	1.53	5.34	13.58	5.89	18	0	34.7	0	0	28.28	22.88	20.4	15.4	7.87	8.809030452	0	5.71	8.3	10.15	6.2	3.17	2.62	0	1.71	0	0	1.91	2.43	3.63
Ttll13	0	0	0	0	0	0	24.58	0	0	12.8	0	0	0	85.7	20.6	0	0	0	141.7	42.2	32.33	32.34061869	0	0	23	18.5	29.5	12.6	0	0	0	0	0	27.05	46.8	0
Ttll3	16.3	26.6	5.56	14.3	0	0	5.18	2.2	12.8	9.52	0	0	0	0	0	0	57.96	0	84.59	4	12.82	13.78485227	0	29.52	22.45	39.41	31.69	19.82	24.83	0	4.95	0	0	2.19	0	0
Ttll4	59.6	272.2	32.02	28.76	36.8	100.86	11.42	11.4	14.57	19.37	116.6	262.67	52.64	151.4	197.38	71.05	94.03	67.2	59.99	59.54	35.94	35.99943328	0	8.82	13.04	27.02	17.15	13.72	22.12	28.56	18.65	0	34.82	20.78	29.5	21.46
Ttll5	28	16.8	14.5	20.3	19.3	24.88	0	13.84	7.05	12.23	0	16.4	0	8.72	6.07	0	13.2	2.91	7.82	9.35	14.1	14.15464965	0	0	5.84	2.35	11.91	3.92	4.25	5.58	2.52	0	0	3.21	4.16	0
Ttll6	0	0	0	0	0	0	9.03	0	0	10.51	40.6	16.4	0	121.95	57.66	27.2	0	0	109.1	17.92	0	0.244158999	0	0	0	0	0	15.9	27.3	0	0	0	0	17.4	16	36.24
Ttll7	38.51	19.6	14.92	7.52	4.02	0	0	0	0	0	0	0	0	0	0	0	5.03	3.99	0	4.61	10.79	10.80158957	0	8.91	10	6.02	17.6	18.85	17.06	27.42	12.52	0	0	0	0	0
Ttll8	0	0	0	0	0	0	0	67.7	0	0	0	0	0	0	0	0	0	0	58.7	19.8	11.5	11.84547565	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Ttll9	0	30.8	0	0	0	0	3.22	6.04	0	0	0	0	0	0	0	0	0	13.2	90.7	24.3	17.3	18.26708889	0	0	0	0	0	0	0	0	0	0	0	16.8	28.6	0
Ttn	0	0	0	0	0	0	18.39	0	0	968.32	18.3	0	0	324.67	172.28	19.64	0	0	268.5	10.2	17.01	17.96775451	0	0	0	0	0	0	0	0	0	0	0	58.83	0	0
Ttpa	0	0	0	0	0	0	0	31.4	0	0	0	0	0	31.7	0	0	0	0	0	0	0	0.423146618	0	0	0	0	0	0	0	0	0	0	0	3.26	6.38	0
Ttpal	332.05	374	41.04	34.04	50.57	66.38	0	24.56	4.54	19.12	49.7	41	9.99	133.3	37.6	0	162.46	82.67	54.61	43.87	41.34	42.26549306	0	12.67	11.69	11.35	11.21	12.73	10.36	4.77	4.49	0	0	45.97	26.53	28.5
Ttr	0	21.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6	0	1.61	5.9	6.312208618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh1	41.17	82.6	0	0	0	0	0	697	3.25	0	0	0	0	25.4	0	0	0	3.49	4.09	13.73	13.4	13.46374416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh2	95.8	218.4	19.8	14.42	16.99	31.73	3.15	0	6.9	23.9	34.28	114.8	25.38	63.08	100.6	48	47.41	37.47	29.63	20.46	11.68	11.75639595	0	17.14	14.45	21.8	12.71	12.97	11.72	4.92	4.2	0	0	6.62	12.65	16.04
Ttyh3	43.76	78.4	17.44	10.03	7.85	21.11	12.64	39.9	11.16	19.91	17.04	13.67	12.3	45.24	18.2	0	24.8	16.97	14.92	6.32	9.13	9.466618355	32.7	118.65	170.96	120.79	232.7	39.85	71.89	24.06	149.28	0	0	4.01	3.99	9.09
Tub	119.61	269.76	0	0	0	0	0	91.8	0	0	0	0	0	0	0	0	0	20.09	16.77	20.06	19.91	19.93754949	0	0	0	0	0	0	0	0	0	0	0	7.5	3.4	0
Tuba1a	13.29	15.13	5.77	11	4.6	6.66	29.77	8.8	0	0	5.61	13.7	7.57	17.81	11.1	4.55	14.14	4.75	0	0	5.23	5.565105771	0	0	0	0	0	0	0	0	0	0	0	2.13	5.15	7.82
Tuba1b	4.67	16.51	6.75	5.11	7.03	6.84	0	0	0	0	4.36	7.11	3.37	15.46	4.76	5.44	47.49	5.54	0	0	0	0.8621961	0	0	0	0	0	0	0	0	0	0	0	3.72	4.95	6.99
Tuba1c	0	39.2	6.66	17.44	9.99	7.01	3.76	0	0	1.57	6.69	28.86	36.5	66.61	16.87	37.4	43.7	0	40.9	0	0	0.079669235	0	11.7	22.92	45.37	26.79	3.77	0	0	0	0	0	6.12	14.4	11
Tuba3a	0	0	0	0	0	0	5.3	0	0	4.58	34.54	46.77	0	41.31	47.33	8.32	0	0	0	0	0	0.566017442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4	0	0	0.614434073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba4a	107.3	170.7	25.65	20.05	32.44	36.65	5.26	0	4.63	12.31	108.3	67.1	114.7	145.9	158.7	195.8	47.4	32.45	34.18	25.15	18.37	19.07893914	3.83	0	0	8.43	3.27	1.8	2.29	0	0	34.2	0	19.55	27.33	30.7
Tuba8	50.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2	31.4	40.4	41.0261955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.5	28.8	0	0.232596668	0	0	0	0	0	0	0	0	0	0	0	5.29	0	0
Tubb2a	121.9	186.4	17.08	26.18	29.23	18.39	6.38	24.03	4.36	9.6	33.53	13.94	0	165.1	48	19.48	73.2	291	39.24	27.17	19.71	19.74387558	11	15.39	25.88	10.1	12.15	6.44	6.48	18.01	11.83	0	0	17.01	28.9	25.3
Tubb2a-ps2	0	15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816336661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb2b	107.72	90.13	10.74	9.97	11.87	10.1	6.77	13.37	5.11	11.62	80.94	113	99.9	108.97	101.75	78.13	53.32	25.19	23.07	20.9	21.69	21.96290029	0	16.3	7.3	8.24	14.8	8.79	4.9	0	7.32	0	0	16.03	15.95	19.94
Tubb3	39.13	64.4	21.19	5.5	9.06	15.03	5.18	0	3.69	7.45	15.49	139	35	45.5	180	0	31.1	13.28	9.48	8.47	10.82	11.33088977	0	0	0	0	0	0	0	0	0	0	0	4.49	7.43	9.98
Tubb4a	79.1	64.7	9.5	0	0	0	2.21	5.41	0	4.72	0	0	0	0	0	0	0	20.6	15.31	18.96	9.75	10.48722306	0	0	0	76.16	37.04	31	20.5	0	0	0	0	7.41	22.1	0
Tubb4b	25	61.7	15.62	15.54	16.43	18.01	9.68	8.49	3.78	7.2	120	34	46	40.1	73.1	37	13.7	9.28	5.95	16.02	13.17	13.23897503	41.4	6.33	31.42	14.31	44.19	3.68	0	7.51	5.57	2.85	0	7.52	12.42	16.66
Tubb5	31.27	35.15	7.03	8.82	10.62	8.92	3.17	3.58	0	5.87	36.6	18	32.3	12.4	33.02	32.8	14.38	2.19	6.45	2.57	4.36	5.258918814	31.54	3.89	10.86	3.71	6.9	6.05	4.45	9.84	9.13	27.1	19.02	4.26	3.51	8.72
Tubb6	98.1	63	11.53	14.13	13.18	12.03	5.23	6.69	3.79	5.7	30.92	57.49	25.6	28.86	112.6	25.42	21.29	49.9	30.3	18.81	12.3	13.13745743	10.7	6.25	8.62	7.8	5.99	7.38	1.5	9.23	5.12	0	0	0	3.21	0
Tubd1	0	29.4	13.34	10.5	4.83	0	0	6.25	0	0	0	0	0	0	0	0	0	13.2	25.2	14.1	8.56	8.565408085	0	0	0	0	0	0	0	0	0	0	0	2.46	0	0
Tubg1	98.1	93.3	9.94	5.53	5.34	10.23	4.14	6.28	2.19	5.42	85.07	79.2	16.2	66.51	59.6	27.09	24.86	7.96	79.1	21.8	12.77	12.83322101	0	5.8	10.24	6.39	10.68	1.52	0	4.35	1.47	0	0	6.06	8.35	9.81
Tubg2	66.6	34.53	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0	0	3.31	10.6	4.61	12.39	12.78925385	0	0	0	30.19	24	0	0	0	0	0	0	0	0	0
Tubgcp2	12.26	59.26	0	0	0	0	0	4.55	0	3.56	0	0	0	0	0	0	22	0	20.8	0	2.24	2.680206809	0	5.58	25.46	13.65	11.02	11.15	7.19	3.86	2.32	0	0	0	0	0
Tubgcp3	30.4	22.39	5.8	1.95	8.26	12.63	1.82	0	0	0	0	0	0	0	0	0	8.18	0	0	0	4.4	5.299376136	0	0	3.18	0	1.99	0	1.44	3.57	1.82	0	0	1.94	0	2.36
Tubgcp4	51.4	43.4	14.08	9.27	5.01	0	0	0	2.37	1.66	0	9.02	0	89.26	0	0	13.97	2.65	2.99	5.09	7.19	8.172233532	0	19	22.1	9.61	39.7	5.27	16	6.8	6.85	0	0	3.33	0	0
Tubgcp5	12.8	44.8	0	3.51	0	3.28	0	1.75	0	1.34	6.98	0	0	9.52	5.46	0	5.98	0	0	4.48	8.73	9.727959981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp6	328.8	364.6	92.53	162.74	78.79	89.09	30.57	33	22.99	49.07	314.1	355.2	133.45	427.1	538.27	215	276.3	73.96	103.44	63.08	43.11	43.85401919	0	31.08	55.53	53.27	79.73	26.76	38.79	8.62	14.84	10.04	11.32	46.07	58.66	45.73
Tufm	16.35	39.42	5.43	6.77	3.32	2.41	1.93	1.77	0	3.93	56	49.77	25.4	29.95	20.24	20.67	9.99	12.6	9.54	8.64	5.49	5.664373876	0	0	1.8	1.37	1.7	0	0	0	0	0	0	2.01	3.1	3.67
Tuft1	0	0	7.25	4.73	3.48	5.32	4.21	0	3.9	5.07	25.9	32.8	0	23.8	18.8	0	15.7	0	58.6	8.32	10.7	11.34904947	0	0	0	0	0	0	3.01	0	0	0	0	5.48	0	0
Tug1	716.16	1436	78.05	309.31	110.73	104.42	11.04	29.25	57.29	37.63	600.31	386.37	723.56	888.7	322.75	619.7	426.84	140.27	198.74	80.84	94.9	95.64146146	0	0	0	0	5.72	164.97	148.6	673.55	359.59	50.75	54.02	143.96	119.25	122.67
Tulp1	0	0	0	0	0	0	11.9	0	0	0	0	0	0	0	0	0	0	0	129.4	66.52	0	0.451485165	0	0	0	0	0	0	0	0	0	0	0	0	0	31
Tulp2	0	0	0	0	0	0	0	0	2.07	4.28	0	0	0	0	0	0	0	0	99.6	17.28	0	0.997096336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tulp3	43.2	77	17.7	20.64	13.46	29.65	6.98	23.47	4.16	7.65	29.21	23.31	6.36	255.2	77.7	25.9	24.23	34.97	40.1	15.5	11	11.27796703	0	20.63	23.21	24.06	15.09	20.11	13.11	20.21	71.1	0	0	4.74	17.97	13.47
Tulp4	363.28	1103.1	68.44	59.57	59.29	47.72	3.26	30.02	14.8	62.86	263	288.3	42.13	244.91	87.68	159.3	638.98	80.5	69.38	76.6	58.99	59.66100973	1.56	52.05	25.36	51.19	24.57	68.31	78.74	211.74	396.02	0	16.92	44.91	42.72	64.59
Tunar	238	491.6	0	0	0	0	6.24	0	0	6.5	39.3	21.3	0	171	81.3	27.2	0	30.86	126	56.8	39.91	40.8222809	0	0	0	0	0	0	0	0	0	0	0	24.67	21.3	23.5
Tusc1	49	79.8	34.6	14.3	0	0	8.2	0	3.51	2.4	0	0	10.9	57.1	0	0	30.2	18.3	8.45	8.45	14.1	14.11213508	63.01	87.9	226	93.5	122	30.5	50.4	18.54	27.87	0	0	6.51	0	6.2
Tusc2	140.98	399.6	11	73.3	41.74	13.62	5.08	15.15	2.45	8.44	83.7	109	71.69	270.4	9.71	90.4	90.3	21	26.3	19	21.8	22.39659467	0	4.16	9.52	4.64	7.11	6.07	6.76	0	0	0	0	26.7	37.04	31.18
Tusc3	16.7	5.6	3.96	3.47	3.37	3.26	0	0	0	0	0	0	0	7.61	0	0	10.2	0	0	0	6.89	7.76505965	1.54	11.5	23	14.3	13.1	6.5	5.94	0	6.83	0	0	0	0	0
Tusc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.5	49.26	22.5	22.92014814	0	0	0	16.5	0	0	0	0	0	0	0	21.2	0	0
Tut1	182	129.5	13	44.94	26.48	26.21	9.46	3.4	5.82	18.43	221.97	167.52	35	176.71	100.8	110	59.75	33.3	186.07	94.7	26.1	26.23215841	0	8.71	12.78	14.22	11.31	20.45	25.4	18.78	20.15	0	0	19.28	40.59	38.04
Tvp23a	240.7	519.5	37.3	12.8	16.1	9.96	2.25	31.34	2.09	0	0	0	0	0	0	0	48.4	38.69	56.51	58.41	51.66	52.08905766	8.82	4.8	12.47	3.02	14.9	4.39	5.93	8.45	6.09	0	0	9.11	20.8	0
Twf1	81.71	119.88	14.35	10.36	10.72	13.53	0	5.81	0	2.47	26.22	6.06	0	31.26	11.2	12.07	36.92	2.55	2.8	5.8	20.02	20.43900042	0	0	0	0	0	2.69	2.94	5.96	0	0	0	3.31	4.06	2.31
Twf2	96.9	91	9.66	5.26	5.25	8.64	5.78	10.44	2.41	5.06	129.09	108.3	104.3	99	73.6	35.3	39	8.96	21.3	20.92	17.32	18.06510596	24.4	36.95	93.61	58.28	39.55	8.52	8.29	0	6.86	0	0	7.29	7.16	5.37
Twist1	11.7	67.2	24.63	17.99	14.19	23.04	20.59	0	23.57	5.18	89	93.15	0	82.5	0	0	57.64	19.4	15	15.36	25.24	25.99945207	3872.28	1044	2990	1303	756.28	31.14	77.57	46.28	152.54	0	0	23.13	11.1	17.8
Twist2	40.8	0	18.07	11.14	25.18	15.62	0	0	0	0	36.6	7.38	0	0	0	0	28.24	0	0	0	0	0.174515596	12.22	21.5	54.9	38.1	15.5	8.39	7.29	6.06	4.06	0	0	0	0	0
Twistnb	163	262	18.9	25.6	11	71.8	3.45	0	4.21	2.5	56.88	20.34	82.9	62.79	20.9	48.37	32	15.3	46.3	33.2	23.8	24.68261473	0	0	5.28	4.78	0	5.3	4.9	18	5.5	0	0	9.95	18.9	21.5
Twsg1	111	134.53	9.99	12.11	10.68	11.8	2.3	6.04	2.93	4.77	20.95	26.9	20	36.92	64.19	27.99	27.32	5.09	6.46	9.12	13.06	14.05622327	3.16	1.99	3.41	0	3.69	5.89	3.98	26.57	13.93	0	0	6.02	13.87	9.92
Txlna	237.4	400.6	19.22	24.08	19	24.81	5.2	13.92	8.84	14.45	464.91	140.5	111.3	217.63	131.2	94.29	97.85	215	56.2	24.3	37.14	38.01840452	36	38.03	52.45	55.2	41.19	31.83	25.38	18.9	31.4	0	0	19.37	28.7	45.7
Txlnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.72	13.75252922	0	0	0	0	0	12.6	0	0	0	0	0	0	15.6	0
Txlng	151.9	158.4	35.84	67.57	16.04	17.19	5.42	0	3.6	3.72	12.6	14.8	103	12.7	0	22.03	52.84	23.4	32.75	38.37	37.51	38.43721259	0	2.19	8.82	8.49	18.37	21.46	20.3	13.1	19.8	0	0	17.47	28.97	25.63
Txn1	14.9	25.7	4.07	7.02	6.59	3.31	0	1.51	0	0	10	15.1	30.4	16.5	104	28.3	17.8	0	0	2.6	2.48	2.841106091	0	0	6.42	0	0	0	0	0	0	32.1	18.4	1.55	0	0
Txn2	38.61	60.52	2.74	0	6.56	2.58	1.14	5.17	1.27	8.64	20.53	0	0	20.89	0	0	18.11	26.6	57.2	5.98	5.42	6.307602596	3.87	1.48	1.89	7.26	1.22	0	0	1.32	0	0	0	0	3.69	0
Txndc11	155.3	317	24.7	26.17	57.5	59.92	8.99	10.32	9.28	12.15	204.48	68.04	76.2	58.24	106.8	81.7	151.3	31.9	77.1	53.6	25.37	26.13955073	0	8.82	14.46	13.85	17.51	8.02	10.56	3.63	0	0	28.9	46.63	26.27	22.46
Txndc12	46.7	72.1	7.19	12.97	5.36	6.61	3.38	1.46	2.38	0	34.3	20.05	5.14	51.25	50.49	8.17	25.59	6.7	3.72	4.89	16.27	16.89543083	0	1.46	1.6	1.85	0	3.87	4.53	4.77	4.07	0	0	3.25	2.16	1.74
Txndc15	209.5	367.3	28.2	17.08	21.33	16.99	5.65	19.63	8.58	20.51	37.62	211.1	89.9	157.44	93.1	98.8	221.27	44.89	51.49	31.27	28.28	29.03376821	7.7	13.4	19.1	11.8	12.9	4.63	7.2	5.42	4.41	0	5.68	38.49	36.3	42.4
Txndc16	224.5	174.7	27.1	4.21	25.7	14.9	2.33	78.65	3.99	7.31	0	0	0	57.1	0	0	15.7	22.04	18.9	18.9	26	26.05255083	3.99	5.12	11.45	7.61	15.5	7.18	10.39	3.05	2.77	0	0	7.07	17.7	17
Txndc17	15.34	35	3.44	0	1.88	2.15	0	0	0	0	13.8	13.9	12.7	8.94	12.8	0	14.38	0	0	0	4.33	5.015938553	4.35	0	0	0	0	0	0	1.96	1.98	0	0	0	0	0
Txndc2	0	0	0	0	0	0	0	0	17.48	0	0	0	0	0	0	0	10.1	0	25.9	0	21.93	22.86474845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc5	145.1	190.7	19.14	19.08	16.53	11.59	8.78	4.16	6.9	9.6	37.1	40.93	23.06	106.42	89.09	52.36	47.76	34.63	30.7	18.55	21.19	21.93271212	6.96	34.92	38.34	46.03	24.66	13.13	16.59	3.6	4.11	3.37	13.44	9.15	12.68	13.12
Txndc9	82.12	123.08	47.32	47.52	24.57	16.56	2.32	0	15.39	17.77	4.11	0	0	13.57	9.71	0	58.51	42.53	15.25	19.71	29.66	30.61539931	89.2	3.33	6.47	10.07	5.61	7.15	8.63	26.32	24.2	0	0	14.09	35.15	14.5
Txnip	64.2	140.39	8.17	16.35	7.33	4.62	2.47	0	1.97	16.69	48.03	82.49	76.44	114.56	120.31	71.2	30.85	15.3	16.26	9.43	11.63	11.81343695	0	0	1.96	0	1.68	1.7	3.95	0	0	0	0	12.3	7.6	6.37
Txnl1	0	0	0	0	0	0	0	0	0	0	8.73	0	0	0	0	0	3	0	0	0	0	0.879418688	0	6.67	31.9	10.8	7.01	0	0	3.03	0	0	0	0	0	0
Txnl4a	305.8	1096.96	62	46.53	87.52	127.14	8.89	18.71	9.77	37.11	138.65	129.27	192.61	231.2	267.7	97.11	304.7	74.98	210	102.18	65.79	65.89142375	4	28.13	43.61	38.34	23.87	105.27	25.91	16.97	19.75	7.12	0	46.49	21.15	13.69
Txnl4b	44.4	138.6	8.65	15.53	9.65	74.1	4.77	14.68	1.94	8.03	0	0	0	63.5	0	0	50.7	13.2	25.9	36.5	43.51	43.66861949	0	0	4.17	0	1.89	6.56	11.47	6.84	4.22	0	0	14.1	17.15	18.6
Txnrd1	100.4	85.72	18	18.52	17.96	27.34	5.87	1.43	5.05	3.36	47.57	60.3	52.9	127.83	86.89	134.26	21.88	0	34.1	0	9.8	10.59856903	0	16.45	25.75	28.47	11.1	15.79	9.94	10.87	7.92	0	0	0	1.3	0
Txnrd2	31.5	18.2	2.94	3.01	1.98	3.61	1.89	0	0	0	0	0	0	9.52	0	0	5.55	0	10.9	0	0	0.413151696	0	7.87	21.2	11	10.1	4.11	4.79	0	0	0	0	0	0	0
Txnrd3	5.84	11.9	4.94	5.05	3.46	3.67	0	0	0	5.19	15.7	0	0	25.4	0	0	14.79	0	35.48	18.6	9.97	10.547294	0	6.42	9.62	35	7.21	2.33	0	0	0	0	0	5.81	4.6	4.65
Tyk2	0	0	0	0	5.09	9.37	4.38	0	2.02	4.59	0	0	0	43.4	0	0	25.4	15.95	49.76	0	0	0.846559568	6.99	15.73	37.19	17.92	30.62	10.53	10.75	6.39	13.8	0	0	5.4	0	3.54
Tymp	466.3	501.2	17.79	13.41	21.52	20.64	7.13	12.24	8.5	11.53	68.7	104.1	61.6	70.3	8.9	58.4	63.5	33.4	64.7	44.52	38.9	39.64775003	3.34	17.73	22.26	12.54	16.44	10.87	13.23	14.76	12.42	0	0	7.9	16.36	21.1
Tyms	11.7	86.8	1.95	4.76	1.97	2.74	1.78	0	2.06	1.85	14.53	16.02	4.27	5.5	27.9	42.5	10.2	34.8	36.78	16	3.21	3.346845689	0	0	0	0	0	0	0	0	0	0	0	0	7.19	5.47
Tyms-ps	0	0	10.2	0	15	0	0	0	0	0	3.05	0	2.75	0	0	40.3	0	4.53	6.47	0	2.23	2.721250223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	0	0	0	0	0	0	0	0	0	0	1.66	0	2.84	0	0	0	0	5.46	12.7	5.6	0	0.760235825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyro3	98.6	99.4	11.66	5.64	18.01	17.4	5.41	15.3	6.79	27.57	27.65	57.28	41.1	30.08	17.88	19.12	13	11.46	31.75	22.74	24.77	25.61297469	0	46.53	20.47	46.67	23.02	13.45	14.4	3.41	3.73	0	0	6	10.34	8.84
Tyrobp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	3.578554414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyrp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0	0	0	0.296684146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tysnd1	25.7	120.4	14.82	0	30.69	24.19	6.29	6.55	5.38	5.88	52.61	117.1	44.83	143.8	29.1	0	56	12.99	24.29	12.2	14.8	15.10216782	0	38.62	71.19	55.65	95.58	27.99	39.13	7.01	1.72	0	0	6.07	9.1	2.93
Tyw1	113	259	10.4	6.72	8.96	9.98	4.53	4.62	4.07	12.34	14.4	6.01	0	17.23	80.1	0	27.1	5.77	177.17	65.3	24.91	25.25409906	6.66	4.91	10.34	6.88	11.76	4.86	6.61	9.52	7.68	0	0	10.6	23.32	17.31
Tyw3	115.5	107.8	3.49	0	5.36	7.62	3.45	47.43	0	9.21	0	0	0	0	13.4	0	24.33	30.6	35.92	42.9	58.05	58.46521206	0	12.7	29.9	22.29	36.65	24.38	29.37	15.16	4.47	0	0	0	36.4	0
Tyw5	36.2	36.4	24.79	21.8	8.7	8.1	5.24	3.45	1.72	3.05	49.7	31.2	0	190.4	6.07	34.8	34.2	22.4	21.44	11.8	25.07	25.19373315	0	72.7	88.5	41.4	10.2	8.11	5.37	5.62	0	0	0	12.49	15	14
U2af1	0	0	0	0	1.48	1.56	0	0	0	0	2.36	6.15	0	4.16	11	0	4.82	0	0	0	0	0.802240464	86.1	4.15	12.5	6.93	5.89	2.78	3.39	4.97	4.39	0	0	0	0	0
U2af1l4	16.92	33.6	0	0	9.7	0	0	2.94	0	0	0	0	0	0	0	0	5.25	0	10.08	6.78	3.75	3.78434194	0	0	4.05	0	0	0	0	0	1.97	0	0	0	0	0
U2af2	22.72	43.5	7.32	8.25	6.34	7.01	3.62	12.76	3.18	3.43	33.71	26.18	13.6	22.83	37.04	17.9	6.89	2.16	2.34	3.07	4.39	4.846098242	21.99	25.7	28.96	25.72	15.83	3.67	3.41	5.97	3.59	0	0	1.69	4.44	5.08
U2surp	31.6	47.7	17.92	26	4.96	11.09	2.59	0	0	2.4	0	3.73	0	4.11	10.9	14.2	11.3	0	0	10.64	11.56	12.25427587	0	0	0	0	0	2.97	4.16	18.59	11.81	0	0	0	2.1	2.48
Uaca	150.7	326	25.08	25.55	24.25	39.56	4.71	26.37	8.37	18.86	59.3	92.6	28.33	50.01	29.3	10.25	57.47	53.96	128.18	92.1	20.14	21.13705238	39.1	24.15	27.36	18.36	59.19	31.28	36.5	41.04	53.35	0	0	23.68	35.63	28.53
Uap1	34	182	13.94	8.32	8.29	19.26	4.43	3.23	0	6.93	48.3	84	42.2	120	60.3	16.54	48.2	17.48	16.57	28.7	16.73	17.6080967	0	13.3	1.84	11.7	2.02	1.86	2.62	2.38	1.75	0	0	11.73	9.28	9.77
Uap1l1	15.2	0	4.58	0	5.99	2.27	2.92	0	1.38	3.64	38	56.3	103	22.6	30.3	13.1	10.29	0	3.77	0	10.23	10.95630345	3.11	5.75	5.07	6.63	2.3	4.99	20.05	1.89	2.76	0	0	1.43	1.84	4.65
