	hybase1	hybase1	hybase1	hybase2	hybase2	hybase2	hybase2	hybase2	hybase2	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase9	hybase10	hybase10	hybase10	hybase10	hybase10	hybase10	hybase32	hybase32	hybase32	hybase41	hybase41	hybase41	hybase41	hybase41	hybase41	hybase45	hybase45
RADIL	7.02	4.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	25.2	0	6.36	9.98	3.11	7.61	7.09	0	12.2	0	0	0	0	0	0	0	75.18	141.05
RAE1	3.36	2.6	0	0	8.85	0	25.91	0	0	1.72	4.39	0	0	2.1	0	9.45	0	2.62	2.48	2.48	0	1.71	3.17	1.88	0	0	0	0	0	0	0	0	0	0	0	0
RAET1E	0	0	0	0	0	10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1E-AS1	5.59	6.01	264	12.6	27.23	0	31.7	11.5	0	17.05	0	0	5.45	17.5	0	56.76	11.8	18.83	11.93	0	27.6	4.6	0	9.98	23.6	0	18.4	7.61	9.12	7.4	17.27	49.23	0	0	270	412
RAET1G	0	0	0	0	0	0	0	0	0	9.83	0	0	0	0	0	18	0	9.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32
RAET1K	56.5	28.97	0	0	0	0	0	0	0	6.74	0	0	0	0	0	0	0	0	0	10.2	14.62	0	16.4	5.59	0	0	0	0	9	6.19	0	0	0	0	0	3.26
RAET1L	0	0	0	0	0	0	0	0	0	0	0	29.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	11.8	13	33	22.2	166.3	9.35	27.9	34.3	0	11.08	9.92	15.73	9.14	12.8	13.98	9.23	12.47	20.7	11.5	23.92	20.67	16.66	21.59	14.5	11.71	9.38	7.42	8.52	7.32	4.61	9	7.12	6.33	7.8	0	0
RAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.49	28.4	0	66.5	0	0	0	0	0	0	0	0	0	0	21.6	31.2
RAI1	116.94	88.74	562.1	137.66	495.82	19.62	66.7	327.3	0	59.39	0	157.1	74.13	106.54	34.66	56.97	46.15	64.67	71.93	231.86	83.63	83.6	53.53	96.8	122.07	49.45	67.09	42.16	35.38	31.12	33.82	35.74	34.3	43.12	231.31	399.93
RAI14	12.98	12.1	17.56	7.13	0	0	9.71	0	0	9.15	9.85	10.46	11.79	13.82	13.42	15.06	13.41	17.11	14.63	8.18	7.73	3.4	9.22	10.45	3.76	4.89	8.66	6.22	0	0	0	0	0	0	49.98	18.8
RAI2	0	0	0	0	0	0	0	0	0	38.1	0	0	0	0	19.05	0	0	0	0	43.8	65.28	24.8	40.62	38.43	73.6	0	0	0	0	0	0	0	0	0	12.2	0
RALA	3.62	2.67	0	0	14.3	3.46	0	0	0	8.79	9.39	8.27	4.29	8.16	5.04	23.4	11.3	13.65	16.81	5.65	4.68	8.55	8.95	4.42	3.64	0	2.02	0	4.63	5.68	4.64	5	5.76	10.8	15.2	24
RALB	4.47	3.47	0	0	0	0	0	0	0	2.7	0	3.33	3.14	4.59	5.48	21.6	9.9	0	11.68	0	0	0	0	0	0	0	0	3.71	0	0	0	0	0	2.18	0	0
RALBP1	25.53	25.12	37.35	19.76	46.38	0	52.72	20.66	0	19.31	25.76	19.98	23.64	28.18	38.17	13	35.84	29.95	35.55	9.91	16.62	6.95	15.21	17.62	8.49	5.22	7.81	9.79	11.63	13.41	13.71	16.93	12.03	10.21	205.3	74.3
RALGAPA1	11.7	9.5	0	9.51	10.9	0	4.36	0	0	20.8	15.99	24.14	25.7	7.53	33	6.39	6.8	11.75	16.59	0	0	0	0	0	0	0	0	0	0	0	0	3.02	0	0	19	26.9
RALGAPA2	29.77	19.88	59.7	38.4	0	0	28.92	0	0	46.19	35.19	38.34	14.1	74.44	10.55	11.6	39.1	44.21	32.55	25.18	29.42	23.23	19.15	30.43	24.14	0	0	0	11.87	9.11	7.97	10	2.26	6.27	0	0
RALGAPB	18.71	15.22	7.25	40.41	0	0	40.7	32.7	0	10.57	17.1	14.9	15.9	24.96	17.04	12.33	30.8	31.94	23.75	4.38	3.92	0	0	2.49	0	0	0	0	7.03	7.93	6.14	0	0	19.48	26.4	17.8
RALGDS	43.5	31.68	41.88	72.4	24.6	0	41.84	0	31.59	35.82	34.16	23.4	40.92	36.98	19.56	37.8	15.67	28.2	39.75	68.53	77.96	63.86	54.36	71.95	67.36	19.81	47.62	10.6	23.11	23.56	21.69	21.29	26.02	24.71	41.02	67.41
RALGPS1	40	6.5	80.2	0	0	0	4.6	0	0	0	0	0	0	60.98	16.3	12.6	11.9	11.1	48.6	33.4	49.7	21.7	29.1	30.36	27.1	0	4.04	0	9.85	7.64	5.97	9.4	15.2	9.28	49.4	45.1
RALGPS2	16.5	22.4	11.6	19.9	0	16	50.83	23.6	0	18.7	18.8	28.5	12.8	14.8	11.2	33.5	11.1	16	18.9	12.5	11.4	3.15	9.46	7.92	4.14	0	0	0	4.98	5.04	5.78	3.57	6.4	0	0	4.68
RALY	0	0	0	0	53.1	0	4.39	0	0	11.6	0	0	0	0	0	2.08	9.35	13.2	0	0	3.69	9.93	2.24	5.55	4.05	6.06	7.41	1.82	5.4	7.03	7.45	7.81	6.46	11	116.6	295.7
RAMP1	3.6	2.13	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7	4.15	0	7.52	3.61	0	0	0	0	0	0	0	0	24.33	28.16	0	0
RAMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3	14.6
RAMP2-AS1	18.5	21.8	0	0	0	12.1	0	0	0	10.4	0	0	0	0	0	0	0	0	0	14.6	4.41	0	9.58	13.3	0	0	0	0	0	0	0	0	0	0	0	0
RAMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	0	0	6.21	13.3	0	0	0	0	0	0	0	0	0	0	0
RAN	2	2.8	0	5.1	36.24	17.5	13.33	0	0	1.44	3.73	1.78	2.08	2.32	2.78	5.81	4.67	2.18	1.98	5.11	12.1	4.61	6.5	6.78	5.15	0	0	1.48	0	0	0	0	0	0	148	125
RANBP1	0	0	0	0	27.98	0	3.95	17.7	0	2.59	3.79	7.4	8.14	3.47	8.97	2.41	7.34	0	0	3.69	4.19	11.5	5.74	7.8	10.4	4.54	39.11	6.53	8.67	10.07	13.84	13.09	11.34	8.98	118.57	46.81
RANBP10	45.72	21.88	66.6	31.6	54.5	0	17.9	52.9	0	33.55	16.2	29.6	33.62	19.49	10.92	14.4	19.62	57.21	14.14	37.16	42.2	48.5	35.8	42.54	58.56	4.53	4.47	5.27	14.64	10.57	13.52	11.96	4.79	4.78	6.9	2.3
RANBP17	0	0	0	0	0	0	0	0	0	8.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3	26.9
RANBP2	78.13	53.96	22.66	54.51	0	5.18	101.31	34.32	0	50.13	78.09	126.03	76.28	85.42	106.37	14.16	46.54	69.93	39.86	24.1	16.49	0	8.79	19.84	35.54	0	0	3.01	12.57	9.26	15.72	8.95	0	10.68	0	0
RANBP3	17.8	10.7	42.18	33.1	67.4	38	28.3	34.3	9.68	11.82	33.4	36.2	17.58	31	4.27	25.19	20.12	14.5	17.6	34.8	36.2	23.4	29.1	23.3	19.67	23.41	18.9	7.42	16.22	16.57	13.94	11.7	13.18	16.19	56.46	69.07
RANBP6	21.6	21	54.88	95.7	35.11	28.9	30.8	66.53	0	32.57	72.8	37.22	49.05	56.4	61.52	75.8	47.8	58.8	27.74	25.76	20.09	3.34	16.36	15.83	10.3	0	0	2.85	19.83	27.22	22.02	22.46	10.14	18.39	10.6	4.46
RANBP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	0	0	4.44	0	0	0	0	3.13	5.89	7.54	9.06	1.66	0	34.5	18.9
RANGAP1	11.91	8.57	28.85	34.08	190.3	8.81	30.33	107.5	0	13.5	13.51	13.97	21.96	16.01	9.29	17.27	13.21	23.4	14.85	26.07	28.52	28.23	28.15	28.93	30.16	24.77	21.95	11.28	17.64	14.07	17.3	17.32	16.45	13.87	38.49	44.42
RANGRF	5.55	4.35	0	0	9.53	0	12.25	0	0	9.23	2.52	24.56	12.04	8.64	0	15.75	7.58	10.09	11.21	3.87	2.13	0	4.5	3.42	2.95	5.7	9.82	0	3.86	3.32	0	4.13	0	5.16	1.5	4.77
RAP1A	0	0	0	0	0	0	0	0	0	2.89	0	0	3.24	0	9.68	0	17	6.24	0	0	2.22	14.2	0	12	6.53	0	15.5	0	0	7.79	0	15.7	5.89	9.85	15.1	10.4
RAP1B	4.42	1.73	0	0	18.4	3.46	21.7	0	0	5.81	6.21	11.09	9.7	8.89	5.8	11.4	15.7	7.27	9.97	0	0	0	0	0	0	5.1	22.4	5.62	7.45	6.02	6.27	6.14	3.21	8.08	11.5	1.84
RAP1GAP	8.34	0	14.7	0	26.53	0	4.86	0	0	13.9	0	0	0	26.44	0	0	12.7	14.3	5.17	19.3	22.6	14.2	14.7	16.7	12.8	11.42	15.13	0	9.62	7.54	6.32	9.12	0	0	43.3	45.4
RAP1GAP2	0	0	0	0	0	0	0	0	0	3.82	0	0	10.6	12.53	0	0	0	4.39	7.45	6.48	7.46	8.28	12.1	4.89	5.37	0	0	0	8.6	6.94	6.82	9.09	0	0	28.18	25.39
RAP1GDS1	2.73	0	0	0	0	0	0	0	0	0	0	0	7.66	19	0	0	3.14	0	3.82	0	0	0	0	4.21	0	0	0	0	2.35	0	1.96	0	0	0	6.04	6.51
RAP2A	17.3	20.7	8.41	68.3	21.1	22.9	264	53.9	8.76	9.78	42.67	18.7	24.9	39.16	11.3	7.11	45	13.8	18.1	5.69	4.97	7.78	9.84	9.82	6.55	3.22	3.77	5.52	5.34	4.79	5.24	7.39	3.32	13.54	67.3	87.3
RAP2B	24.43	23.66	62.3	80.8	305.9	51.7	107.09	115.7	0	17.65	48.1	33.15	31.94	37.21	14.21	43.69	23.16	22.18	30.74	43.7	41.07	35.81	41.51	48.58	44.4	22.22	47.26	8.82	14.69	13.84	18.17	12.19	13.14	17.85	33.5	32.95
RAP2C	12.37	10.6	5.74	37.4	5.45	0	38.7	52.6	0	7.06	8.23	6.61	9.18	6.53	8.63	2.75	5.52	13.73	5.2	0	14.82	0	0	1.73	0	3.69	0	0	2.7	5.79	5.04	9.75	11.54	9.73	57	192
RAP2C-AS1	3.21	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF1	18.07	14.7	127.38	0	44.2	0	12.51	37.7	0	8.88	26.08	8.31	15.67	16.1	12.5	11.77	15.4	8.93	10.85	55.68	46.15	32.96	48.35	36.62	52.95	12.44	22.13	13.44	12.72	8.3	10.46	9.45	13.58	12.71	29.98	35.52
RAPGEF2	26.38	20.59	14.2	20.51	29.23	20.23	26.89	25.39	0	27.06	22.33	26.91	31.74	20.23	22.8	10.6	18.65	27.17	22.27	12	14.2	6.33	6.18	8.68	12	0	0	3.31	4.92	6.68	4.5	5.97	4.27	7.73	3.13	4.41
RAPGEF3	10.9	0	0	12.2	0	0	14.87	0	0	0	0	0	11	24.4	0	0	11	0	0	65.7	58.5	56.65	31.5	40.5	92.8	0	0	0	0	11.9	15.9	0	0	0	25.7	64.16
RAPGEF4	3.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	47
RAPGEF5	22.2	4.11	0	0	0	0	0	0	0	11.6	13.6	0	0	31.6	8.55	0	0	0	0	35.1	20.03	0	32.29	11.7	16.2	0	0	0	0	0	0	0	0	0	0	0
RAPGEF6	28.38	32.5	9.41	29	7.49	12.1	37.8	23.2	0	32.1	51.38	76.35	38.4	98.43	36.02	15.34	17.93	40.4	32.6	12.17	12.3	3.54	5.9	11.03	3.5	0	0	4.92	5.61	8	5.96	7.35	5.28	6.63	0	0
RAPGEFL1	9.12	0	0	0	0	0	0	0	0	12.7	0	0	0	8.58	0	0	0	11.8	0	0	0	5.31	0	0	0	0	0	0	0	0	2.05	0	0	0	23	9.15
RAPH1	21.8	34.54	64.4	74.37	205.37	34.69	86.59	43.81	5.01	15.94	42.65	57.3	28.22	68	27.85	40.6	15.87	61.05	43.28	24.6	22.96	15.22	24.98	26.37	18.99	2.37	10.91	0	37	17.95	5.53	18.02	0	20.6	118.36	101.55
RARA	25.8	13.06	201.13	13.2	71.24	0	28.7	43.7	0	11.08	0	9.99	31.52	55.1	21.28	34.98	18.68	36.83	35.53	85.5	70.1	51.6	64.4	86.4	46.5	43.87	89.9	6.37	13.3	17.65	23.66	11.5	33.39	23.38	105.9	168.6
RARB	20.71	24	40.26	0	0	0	0	0	0	0	0	14.8	93.83	0	0	9.33	53.45	32.03	25.34	0	0	0	0	0	0	0	4.81	0	0	0	0	0	0	0	4.51	7.46
RARG	0	0	0	0	0	0	0	0	0	0	0	0	2.82	0	2.27	0	0	0	3.19	0	2.1	1.93	0	0	1.79	2.22	1.77	1.71	2.25	0	0	0	8.21	5.74	3.04	17.5
RARRES1	0	0	0	0	0	0	3.22	0	0	0	0	0	0	0	0	0	0	0	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2	0	0	0	0	12.3	0	8.13	5.8	0	0	3.99	0	0	5.06	0	0	0	0	0	10.5	11.8	12.9	10.7	10.8	11.7	0	0	0	0	0	0	0	0	0	0	0
RARRES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.2	25.1	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	0	0
RARS	3.43	2.57	0	0	8.85	0	17.8	0	0	2.95	2.37	3.62	3.51	3.57	0	7.63	5.18	2.39	2.87	0	0	0	5.1	3.63	0	0	0	0	0	0	0	0	0	0	0	0
RARS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78	3.77	4.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASA1	9.09	7.17	29.6	10.9	17.7	11.7	8.2	19.2	0	8.26	20.72	4.72	7.84	15.12	7.23	3.42	0	11.2	10.08	12.5	16.7	15.4	16.7	15.4	16.8	5.78	14.8	3.56	6.17	4.58	8.36	5.25	5.65	6.42	13.3	12.8
RASA2	2.41	0	0	0	0	0	0	0	0	0	0	0	0	13.5	7.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9	150
RASA3	0	0	0	0	16.3	0	7.26	0	0	10.4	17.4	0	17.56	49.7	30.85	0	0	11.8	18.42	6.52	3.94	3.67	8.21	4.9	6.63	0	0	6.9	5.28	3.8	9.2	16.48	4.21	5.53	31.39	33.11
RASA4	0	0	0	0	0	14.3	0	0	0	0	8.7	0	0	4.34	0	0	0	0	11.7	2.58	0	0	0	1.55	0	0	0	0	3.62	0	4.42	4.04	3.52	2.95	51.05	43.68
RASA4CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31	0	0	16	0	0	0	0	0	0	0	0	7.04	6.49	10.1	20.74
RASAL1	9.9	0	0	0	0	0	0	0	0	0	0	0	0	4.52	0	0	0	0	0	13.7	13.9	38.9	20.5	23.4	9.57	0	0	0	6.04	5.24	4.8	3.75	0	7.79	0	0
RASAL2	54.67	35.99	26.81	28	34.7	12.1	36.41	37.7	0	54.48	65.7	39.28	72.6	74.76	46.12	18.21	39.38	39.08	47.52	14.27	18.63	12.57	19.3	19.2	9.71	0	3	3.58	0	0	0	0	19.28	7.1	304.77	288.75
RASAL2-AS1	4.78	0	8.58	0	0	8.49	0	0	0	0	0	0	0	0	0	0	0	0	26.1	23.32	17.61	34.03	35.03	12.38	33.9	0	0	0	0	0	0	0	9.75	0	34.9	58
RASAL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	4.45	3.98	3.27	8.97	9.47	0	0
RASD1	0	0	0	0	0	0	21.46	0	0	3.61	0	0	0	29.8	49.6	0	0	11.8	21.6	16.7	53.79	30.1	17.1	71.41	36.5	0	0	0	18.64	12.64	6.41	10.18	0	0	22.3	20.1
RASD2	0	0	0	0	11.6	0	27.6	0	0	0	0	0	0	50.6	0	50.4	32.3	17.3	13.5	19.2	15.02	9.44	30.47	29.06	15.5	0	0	0	17.22	14.47	24.22	17.55	0	0	37.83	53
RASEF	6.71	2.56	11.35	0	0	0	11.3	0	0	6.65	0	0	0	0	0	0	0	8.09	10.78	5.36	0	0	0	7.1	0	0	0	0	0	0	0	0	0	0	269	2100
RASGEF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98	2.92	5.48	0	4.45	3.85	0	0	0	0	0	0	0	0	0	6.53	4.66	2.76
RASGEF1B	10.8	9.3	10.4	0	0	0	0	0	0	0	0	0	0	22.6	11.4	0	0	0	0	8.76	24.4	0	0	5.66	13.3	0	0	0	0	0	0	0	2.55	4.17	0	0
RASGEF1C	11.2	0	36.3	0	0	0	0	0	0	0	0	0	0	0	6.66	0	0	0	0	29.2	48.8	24.8	24.6	33.3	32.4	0	0	0	0	0	0	0	0	0	27.3	50.61
RASGRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF2	0	0	12.3	0	0	0	0	0	0	0	15.1	0	0	0	0	0	0	0	9.88	27.5	38.49	19.88	28.47	30.18	18.86	0	0	0	0	0	0	0	9.17	8.09	0	9.15
RASGRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	6.34	7.56	9.07	4.81	6.88	36	12.8
RASGRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88	0	0	0	0	0	0	0	0	0	4.35	44.6	33.18
RASGRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92	0	0
RASGRP4	0	0	0	0	0	5.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASIP1	0	0	14.7	3.15	49.09	0	14.94	7.61	0	11.6	10.4	0	0	13.5	0	0	0	0	0	24.8	14.2	0	24.6	10.9	17.7	0	0	0	0	0	0	7.05	0	0	161.1	108.4
RASL10A	45.1	16.9	80.4	0	0	0	9.92	0	17.3	0	0	0	0	11.7	9.68	0	0	0	0	32.1	103.46	70.4	32.8	129	45.9	0	0	0	12.2	9.04	11.1	18.2	0	0	169.4	136.1
RASL10B	6.97	4.54	61.3	0	0	0	10	11.9	0	4.95	0	15.4	11.5	7.43	0	0	0	0	0	40.02	47.21	68.65	65.66	60.65	38	0	0	0	3.7	16.27	18.54	0	0	0	138.53	147.52
RASL11A	5	4.65	3.61	0	0	0	38.57	0	0	4.97	0	9.62	0	0	0	0	0	15.3	29.23	0	0	0	0	0	0	0	0	0	0	4.13	0	0	0	0	48.5	102
RASL11B	38.53	3.12	0	0	0	0	0	0	0	0	6.4	0	0	12.6	6.96	0	0	0	0	6.46	7.39	10.91	13.35	12.49	5.24	0	0	0	0	0	0	0	0	0	0	0
RASL12	0	0	0	0	0	0	0	0	0	0	13.9	0	0	16.87	22.19	0	0	0	0	57.99	82.4	62.49	55.32	65.05	43.14	0	0	0	0	0	0	0	0	0	0	0
RASSF1	10.7	4.13	21.27	0	9.87	0	5.13	18.9	0	5.23	0	0	2.59	4.52	0	4.6	4.04	4.86	18	8.03	10.9	6.19	20.5	6.58	6.63	5.78	26.9	0	8.71	13.82	9.03	10.72	10.48	12.65	50.69	53.5
RASSF10	0	0	0	0	0	0	0	0	0	0	8.41	0	0	42.5	0	38.15	232.93	42.9	22.69	38	51.9	13.3	50.6	81.2	37.6	21.77	28.6	0	0	0	0	0	0	0	21.6	31.1
RASSF2	74.04	33.43	81.9	0	0	18.6	42.8	0	0	10.4	33.3	0	0	56.55	0	39.49	19.7	39.28	23.8	18.1	20.9	10.6	22.18	16.39	17.2	1.89	2.22	0	7.54	6.81	15.74	12.39	7.91	10.28	6.06	8.93
RASSF3	5.5	0	0	0	8.85	0	10.41	0	0	7.31	5.79	13.42	3.37	5.44	5.05	3.35	5.98	6.08	4.12	1.9	0	6.22	2.43	2.22	18.71	1.9	3.29	2.28	17.7	11	15.59	11	11.23	12.34	269	113
RASSF4	4.89	10	0	0	0	0	0	0	0	0	12.8	0	21.7	8.13	0	0	0	0	29.7	2.5	6.92	0	0	2.06	0	0	0	0	4.05	5.46	3.7	0	10.4	8.36	12.71	11.2
RASSF5	49.7	17.8	33.8	51	61	13.46	117.44	28.9	0	75.06	0	105.16	0	21.6	0	30.6	30.6	23.6	23.4	84.8	70.7	31.8	54.8	32.8	0	0	0	0	29.12	51.78	30.88	20.58	16.41	46.25	119.15	217.04
RASSF6	9.64	0	0	0	0	5.33	0	0	0	0	0	0	0	0	0	0	23.75	76.37	57.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF7	10.91	6.74	19.21	7.3	32.32	0	15.9	48.6	0	3.65	14.2	0	14.8	25.61	0	12.15	0	9.86	13.15	26.33	26.89	19.69	21.59	28.2	28.1	21.61	25.5	3.33	11.18	7.46	10.28	9.46	11.28	6.81	47.4	53.7
RASSF8	38.35	35.13	29.32	197.9	64.2	107.99	47.86	38.49	0	39.38	101.6	75.5	57	116.5	27.56	27.45	32.81	25.09	27.22	9.79	14.42	0	19.42	18.59	0	0	0	7.72	0	0	0	0	0	0	0	6.71
RASSF8-AS1	6.52	0	0	0	0	0	0	0	0	9.83	0	0	10.2	6.32	11.2	0	0	11.8	7.19	0	0	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF9	29.5	5.57	0	29.2	0	10.8	55.3	0	0	0	0	0	0	0	0	33.6	61.2	18.7	16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAVER1	15.38	0	6.41	4.37	133.97	0	42.93	88.4	0	12.92	8.7	11.65	0	14.07	0	29.9	10.2	25.93	13.83	27.41	25.87	25.49	17	26.93	27.87	29.07	34.4	14.85	7.11	9.26	10.81	7.63	17.19	16.48	76.71	76.81
RAVER2	26.28	22.31	17.7	36.4	0	0	58.37	5.71	0	11.66	28.05	43	12.4	30.93	55.89	6.51	9.98	29.77	16.35	27.31	35	14.18	13.44	21.75	29.42	0	0	0	3.6	7.92	8.16	11.13	0	0	16.1	18.6
RAX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	25
RAX2	0	0	0	0	0	4.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RB1	0	0	0	0	0	0	0	0	0	2.46	0	0	2.52	0	3.71	6.17	4.46	0	0	0	0	0	0	0	0	0	0	0	3.13	11.11	5.07	6.21	0	2.46	65.5	39.1
RB1CC1	24.68	14.31	24.82	98.11	4.99	27.54	24.72	0	0	24.59	70.47	31.22	56.91	27.88	51.34	8.23	12.47	18.6	28.99	5.26	3.41	0	4.79	2.66	0	0	0	0	10.93	12	10.52	11.53	0	2.93	18.4	18.4
RBAK	37.09	38.11	9.01	14.4	0	28.5	49.98	23.9	0	111.43	76.64	141.32	35.8	167.58	132.93	23.2	25.54	47.94	55.2	3.73	9.63	0	4.33	2.71	21.72	0	0	0	23	15.87	20.75	25.42	5.01	7.91	191.59	161
RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5
RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76	6.71
RBBP4	5.15	4.99	0	17.7	11.6	39.89	27.51	24.5	0	6.56	14.96	34.5	50.08	5.89	3.03	15.26	15.02	9.55	8.38	3.26	3.12	4.38	2.53	2.86	5.09	5.71	8.95	0	3.02	2.9	1.81	2.29	2.11	3.71	11.5	7.48
RBBP5	6.55	5.4	5.06	0	0	3.15	6.85	0	0	34.85	3.93	20.3	4.42	2.41	24.8	15.1	14.68	7.08	7.26	0	0	0	0	0	0	0	0	0	2.27	0	0	2.35	0	0	0	0
RBBP6	52.4	52	157.33	110.95	258.97	67.04	205.87	101.87	0	35.52	78.12	106.3	91.2	158.99	91.6	132.16	159.93	93.29	85.39	67.86	81.58	56.2	135.18	82.88	30.1	46.7	82.3	32.57	29.96	30.89	29.32	30.92	20.74	34.35	93.8	220.2
RBBP7	1.61	0	2.78	0	97.4	0	0	0	0	1.83	2.36	11.1	3.38	2.24	4.5	8.49	7.42	2.17	2.85	2.34	2.58	4.8	2.45	3.05	3.06	4.91	5.73	1.47	4.39	4.91	5.51	5.29	5.8	12.4	45.3	20.8
RBBP8	10.69	10.9	15.7	266	20.4	25.5	40.5	23.9	0	9.98	24.66	15.67	70.49	7.14	38.85	6.35	38.84	10.3	6.84	5.76	4.55	0	0	2.22	3.21	0	0	5.05	3.93	3.78	4.05	3.57	0	0	5.45	9.99
RBBP8NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4	69.43	67.2	91.7	41.6	58.9	0	0	0	0	0	0	0	0	0	0	0
RBBP9	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58	0	2.44	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83	4.58
RBCK1	6.16	1.98	0	0	9.53	0	15.55	0	0	0	3.48	0	0	5.98	0	11.68	6.83	8.49	6.95	3.97	7.45	4.11	5.37	4.94	6.56	12.85	20.11	1.4	3.63	5.26	6.42	11.43	6.66	7.6	49.51	119.7
RBFA	11.6	14.6	29.75	9.85	14.1	4.97	6.69	24.4	0	7.27	9	6.73	23.2	20.1	12.2	4.65	6.62	13.9	15.39	54	45.19	48.9	60.9	68.5	42.2	11	10.7	5.22	6.58	5.93	7.78	6.81	16.1	7.21	35.15	39.41
RBFADN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7	0	0	0	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFOX2	5.73	5.79	0	0	25.23	0	0	0	0	6.84	10.58	8.9	21.8	9.95	28.4	2.13	21.49	7.53	13.32	0	4.88	19.76	0	6.39	4.42	0	0	9.99	11.6	4.89	2.1	13.3	0	0	205	309.71
RBFOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	20.43	0	0	6.37	0	12.87	18.11	22.17	16.23	17.64	16.03	15.61	15.34	27.86	0	0	0	0	0	0	0	28.8	29.3
RBKS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79	35.65	9.71	19.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL1	3.94	0	0	0	10.2	4.63	0	0	0	5.4	0	0	0	9.94	0	0	0	4.39	2.99	0	0	0	13.7	0	0	0	0	0	0	0	0	0	9.14	0	49.3	37.1
RBL2	0	1.84	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	4.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3	37.6
