	batch1_group1	batch1_group2	batch1_group3	batch2_group1	batch2_group2	batch2_group3	batch3_group1	batch3_group2	batch3_group3
EIF5A	0	0	0	2.38	121.7	0	16.3	4.96	0
EIF5A2	0	0	0	0	0	8.42	0	0	0
EIF5AL1	0	0	0	0	0	0	0	0	0
EIF5B	26.41	21.36	7.86	46.61	16.3	7.09	12.01	17.25	0
EIF6	0	0	0	3.4	54.4	0	14.48	0	0
ELAC1	23.1	26.8	38.8	0	0	0	8.84	0	0
ELAC2	8.07	8.99	7.07	5.87	52.55	6.26	12.45	14	0
ELAVL1	3.14	2.51	0	0	42.2	0	9.85	0	0
ELAVL2	5.18	5.5	0	0	0	0	0	0	0
ELAVL3	0	0	0	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0	0	0	0
ELF1	35.27	21.54	0	39.3	14.3	22.8	16.37	11.7	0
ELF2	19.29	15.31	8.5	119	4.22	22.9	24.2	23.4	0
ELF3	0	0	0	101.7	165	25.55	27.82	79.1	0
ELF4	3.43	3.71	0	0	60.6	0	16.52	12.9	0
ELFN1	0	0	0	0	0	0	35.13	0	0
ELFN1-AS1	0	0	0	27.5	26.6	13.8	193	14.2	0
ELFN2	0	0	0	0	50.4	0	57.32	15.6	0
ELK1	5.04	3.06	0	0	29.3	0	6.52	0	0
ELK3	26.3	4.79	5.89	0	0	0	7.09	0	0
ELK4	88.7	32.87	12.07	39.81	96.09	16.59	34.32	26.25	0
ELL	19.91	16.7	40.5	0	4.09	0	37.83	7.28	0
ELL2	9.25	6.94	0	7.13	8.85	0	14.02	0	0
ELL3	6.31	5.38	0	0	0	0	0	0	0
ELMO1	9.9	0	0	0	0	0	0	0	4.59
ELMO2	7.96	6.16	8.92	14.6	15.7	0	49.62	0	0
ELMO3	0	0	0	0	0	0	0	0	0
ELMOD1	0	0	0	0	0	11.9	0	0	0
ELMOD2	1.49	0	0	0	0	0	0	0	0
ELMOD3	5.58	3.9	3.49	0	0	0	2.32	0	0
ELMSAN1	60.15	29.79	54.2	53.43	190.3	28.36	34.35	98.1	7.61
ELOF1	2.94	0	0	0	36.8	0	6.34	0	0
ELOVL1	4.43	5.42	3.11	8.66	52.4	0	22.07	38.1	0
ELOVL2	6.21	5.16	0	0	0	0	0	0	0
ELOVL2-AS1	0	0	0	0	0	3.53	0	0	0
ELOVL4	9.71	7.78	0	0	0	0	0	0	0
ELOVL5	4.32	3.38	0	0	15.7	9.93	10.73	0	0
ELOVL6	18.62	29.04	17.53	14.9	26.6	0	22.95	0	0
ELOVL7	8.11	4.45	0	0	0	17.7	0	0	0
ELP2	4.64	5.58	0	0	0	0	0	0	0
ELP3	14.5	8.74	3.53	19	33.4	33.2	22.1	11.9	0
ELP4	4.37	0	0	0	0	0	0	0	0
ELP5	1.67	1.9	0	0	20.07	0	0	0	0
ELP6	5.69	4.65	3.23	7.93	10.9	0	5.91	19.3	0
EMB	2.91	7.35	0	0	0	0	0	0	0
EMBP1	0	0	0	0	0	0	0	0	0
EMC1	12.9	12.4	4.17	32.2	126.34	32.98	18.8	23.5	0
EMC10	0	0	0	0	16.87	0	11.1	0	0
EMC2	2.03	0	0	0	0	0	0	0	0
EMC3	2.29	2.18	10.1	0	14.3	0	4.46	0	0
EMC3-AS1	25.66	16.6	13.22	0	0	0	20.85	0	0
EMC4	6.17	3.61	0	0	45.6	0	1.99	0	0
EMC6	10.6	7.77	3.67	0	51.8	0	17.2	74.9	0
EMC7	0	0	0	0	38.1	0	0	0	0
EMC8	0	0	0	0	23.2	0	2.76	0	0
EMC9	4.04	0	0	0	0	0	0	0	0
EMD	0	0	0	0	29.25	0	0	0	0
EME1	15.73	13.12	6.92	0	0	0	4.92	0	0
EME2	0	0	115	0	0	0	0	0	0
EMG1	21.92	13.52	68.3	9.34	42.2	23.3	43.9	43.3	0
EMID1	0	0	0	0	0	0	0	0	0
EMILIN1	50.39	19.81	135	0	0	0	5.48	0	0
EMILIN2	40.73	26.74	151.3	0	0	0	0	0	0
EMILIN3	24.48	18	101	0	0	0	0	0	0
EML1	0	0	0	0	0	0	0	0	0
EML2	0	0	0	0	23.83	0	1.85	0	0
EML2-AS1	9.64	0	0	12.9	34	0	16.13	5.18	0
EML3	5.53	3.08	0	0	11.6	0	4.89	0	0
EML4	14.85	20.04	3.25	10.2	14.3	0	13.82	0	0
EML5	3.1	2.59	0	0	0	0	0	0	0
EMP1	0	0	0	0	0	0	17.9	0	0
EMP2	10.8	10	51.6	21.79	11.6	10.54	11.04	7.96	0
EMP3	0	0	0	0	32.7	0	3.66	0	0
EMSY	66.3	18.51	82.6	33	16.56	10.4	55.71	45.2	0
EMX1	5.63	5.79	37	0	0	0	0	0	0
EMX2	61.5	8.76	115	0	0	0	0	0	0
EMX2OS	124.38	14.78	70.1	0	0	33.02	0	0	0
EN1	9.38	0	39.8	0	0	0	0	0	0
EN2	19.4	17.81	108	0	12.3	0	25.91	0	0
ENAH	29.4	22.06	9.77	7.2	24.88	37.59	25.45	24.11	0
ENC1	55.84	63.03	48.7	0	0	0	78.19	0	31.01
ENDOD1	43.25	35.65	12.09	0	6.81	0	16.5	0	36.04
ENDOG	4.38	2.73	0	0	16.3	0	6.08	0	0
ENDOV	5.64	9.26	70.6	0	13.6	0	11.8	0	0
ENG	0	0	0	22	346.22	27	22.4	36.4	0
ENGASE	18.34	14.23	65.03	13.3	21.22	0	23.75	23.6	0
ENHO	0	0	0	0	0	0	0	0	0
ENKD1	0	0	4.33	0	0	0	0	0	0
ENKUR	6.17	0	0	0	0	0	0	0	0
ENO1	1.76	0	0	22.52	165.85	3.95	25.09	4.72	0
ENO1-AS1	0	0	0	0	0	0	0	0	0
ENO2	0	0	0	0	0	0	0	0	0
ENO3	0	0	0	0	8.85	0	0	0	0
ENO4	7.82	0	0	0	0	0	0	0	0
ENOPH1	0	0	0	0	9.53	0	0	0	0
ENOSF1	0	2.94	4.82	9.17	11.46	5.92	13.54	0	0
ENOX1	0	0	0	0	0	0	0	0	0
ENOX2	3.62	6.37	0	0	0	21.6	0	0	0
ENPEP	9.12	11.6	13.2	0	0	0	0	0	0
ENPP1	14.77	10.2	8.92	0	0	13.93	0	0	0
ENPP4	17.9	12.9	3.63	0	0	0	0	0	0
ENPP5	40.9	20.59	0	0	0	0	0	0	0
ENPP6	0	0	0	0	0	0	0	0	0
ENSA	13.06	10.44	0	5.33	6.38	0	12.1	12.7	0
ENTPD1	32.33	24.58	74.21	14.53	0	21.36	34.73	71.4	0
ENTPD1-AS1	13.58	5.12	0	0	0	4.57	0	0	0
ENTPD2	0	0	0	0	0	0	0	0	0
ENTPD3-AS1	0	0	0	0	0	4.49	0	0	0
ENTPD4	23.41	14.06	4.27	16	11.6	7.13	5.86	0	0
ENTPD5	9.93	15.6	0	0	0	0	0	0	0
ENTPD6	14.47	13	36.1	28.4	79	21.6	30.54	28.71	0
ENTPD7	12.2	9.32	35.5	26.8	15	6.19	17.7	22.3	0
ENTPD8	0	0	0	0	0	0	0	0	0
ENY2	19.66	8.63	0	14.9	10.9	3.11	23.74	0	0
EOGT	2.35	0	0	0	0	0	0	0	0
EOMES	12.5	10.2	32.4	0	12.9	0	6.09	0	0
EP300	69.78	43.54	240.8	89.4	409.43	53.3	71.7	188.14	13.18
EP300-AS1	0	0	0	0	0	0	0	0	0
EP400	46.07	32.16	31.1	96.18	191.63	40.23	37.1	138.6	0
EP400NL	33.12	11	28.1	0	0	0	13.9	0	0
EPAS1	0	0	11.3	0	31.37	0	12.46	0	0
EPB41	17.53	17.61	33.18	29.4	13.21	10.9	26.88	32.5	0
EPB41L1	28.83	26.81	42.3	21.05	21.1	0	22.58	13.5	0
EPB41L2	14.45	7.14	0	0	24.8	0	12.5	0	0
EPB41L3	3.29	2.03	0	0	0	0	0	0	0
EPB41L4A	0	0	0	0	8.85	0	13.24	0	0
EPB41L4A-AS1	0	0	0	0	0	0	0	0	0
EPB41L4A-AS2	0	0	0	0	0	0	11.39	0	0
EPB41L4B	8.06	6.48	0	0	0	0	15.3	0	0
EPB41L5	3.55	2.14	0	0	0	0	0	0	0
EPC1	18.46	14.04	0	6.73	0	15.5	12.2	13.1	0
EPC2	18.37	11.74	0	32.76	9.53	23.3	46.45	0	9.68
EPCAM	0	0	0	0	0	0	0	0	0
EPDR1	25.92	5.74	0	10.5	24.5	0	46	18.1	0
EPG5	48.9	29.6	58	94.6	45.34	16.81	60.09	25.09	0
EPGN	0	0	0	22.6	0	25.9	21.3	0	0
EPHA1	0	0	0	0	0	0	0	0	0
EPHA10	0	0	0	0	0	4.53	0	0	0
EPHA1-AS1	0	0	0	0	0	4.75	0	0	0
EPHA2	18.58	31.8	21.7	42.95	214.74	10.24	27.5	108	0
EPHA3	28.42	14.75	22.5	0	0	0	0	0	0
EPHA4	36.33	44.6	5.58	0	0	0	0	0	9.33
EPHA5	32.37	28.32	31.4	0	0	0	0	0	0
EPHA5-AS1	10.2	15.1	14.7	0	0	0	0	0	0
EPHA6	42.21	29	38.02	9.17	0	0	10.2	0	0
EPHA7	43.02	57.45	32.23	0	0	0	0	0	0
EPHA8	8.96	5.64	8.89	0	0	0	0	0	0
EPHB1	8.34	26.2	19.1	0	0	0	0	0	0
EPHB2	57.7	23.8	81.5	0	12.3	0	20.5	0	0
EPHB3	10.7	10.2	124	0	12.3	0	14.5	0	0
EPHB4	1.89	0	3.07	0	48.71	0	2.73	0	0
EPHB6	0	0	0	0	0	0	0	0	0
EPHX1	0	0	0	0	5.67	0	3.68	0	0
EPHX2	0	0	0	0	0	0	0	0	0
EPHX3	0	0	0	0	0	0	0	0	0
EPHX4	0	0	0	0	0	0	0	0	0
EPM2A	34.49	14.8	25	63.5	0	13.8	47.8	20.5	0
EPM2AIP1	0	0	0	58.07	27.3	13	37.36	7.59	0
EPN1	0	0	0	0	79.2	0	0	0	0
EPN2	22.21	16.54	169.95	35.3	54.6	17.6	37.03	17.5	0
EPN3	0	0	0	0	0	0	0	0	0
EPO	0	0	0	0	0	0	0	0	0
EPOR	13.2	10.6	60.1	63.9	8.85	0	17.7	0	0
EPPIN	0	0	0	0	0	24.64	0	0	0
EPPK1	206.44	131.15	883.6	206.8	810.9	122.54	112.77	184.21	0
EPRS	4.93	3.9	0	0	13.17	3.79	5.76	0	0
EPS15	4.4	6.46	0	0	0	0	0	0	0
EPS15L1	4.5	0	0	0	0	0	8.26	0	0
EPS8	0	0	0	0	0	0	0	0	0
EPS8L1	3.75	0	0	0	0	0	0	0	0
EPS8L2	0	0	0	0	81.76	0	10.06	13.3	0
EPSTI1	0	0	0	0	0	0	0	0	0
EPT1	11.9	9.18	2.36	54.4	0	31.62	22.3	17.9	0
ERAL1	9.51	9.43	12.3	10.1	36.13	12.1	15.1	27.1	0
ERAP1	6.57	0	0	0	0	13	6.29	0	0
ERAP2	5.47	0	0	0	0	0	0	0	0
ERAS	0	0	0	0	0	0	0	0	0
ERBB2	6.54	7.37	24.2	17	64.65	0	9.71	41.4	0
ERBB3	0	0	0	0	0	0	8.22	0	0
ERBB4	56.53	20.9	4.05	0	0	0	9.92	0	0
ERBIN	25.17	14.3	0	29.2	0	0	16.21	0	0
ERC1	115.38	71.86	290.14	156.34	179.45	72.81	134.36	187.06	10
ERC2	34.94	12.33	24.3	0	0	0	0	0	0
ERC2-IT1	0	0	0	0	0	18.6	0	0	0
ERCC1	12.97	12.28	80.22	10.1	35	4.26	37.48	50	0
ERCC2	0	0	0	0	15.66	0	2.22	0	0
ERCC3	3.55	0	0	0	26.5	0	4	0	0
ERCC4	53.99	53.96	40.09	12.2	17	16	46.68	0	0
ERCC5	0	0	0	0	0	0	0	0	0
ERCC6	40.2	34.1	152.5	78.6	106.27	32.28	88.64	147.5	0
ERCC6L	31.5	26.9	40.77	33.54	6.81	0	130.08	16	0
ERCC6L2	57.06	52.36	29.81	112.72	27.23	9.93	57.55	21	0
ERCC8	2.29	2.78	0	0	0	0	17	0	0
EREG	0	0	0	0	8.17	0	0	0	0
ERF	3.26	2.81	5.83	5.44	49.7	0	12.93	30.3	0
ERFE	10.16	7.42	45.6	9.51	10.2	10.8	13.6	0	0
ERG	0	0	0	8.49	0	0	16.4	0	0
ERGIC1	0	0	0	0	96.06	0	15.12	0	0
ERGIC2	4.82	4.22	0	0	0	0	0	0	0
ERGIC3	0	0	0	0	53.61	0	0	0	0
ERH	0	0	0	20.4	0	0	4.94	0	0
ERI1	18.69	10.05	12.1	28.2	8.85	10.37	13.7	0	0
ERI2	15.5	25.7	41.5	33.3	0	0	20.86	0	0
ERI3	0	0	0	0	0	0	0	0	0
ERICH1	23	15.52	59.7	0	5.45	0	4.66	42	0
ERICH1-AS1	0	0	0	0	0	0	0	0	0
ERICH2	0	0	0	0	0	0	0	0	0
ERICH3	0	0	0	0	0	0	0	0	0
ERICH5	43.3	18.35	130	0	0	0	0	0	0
ERLEC1	0	0	0	0	0	0	0	0	0
ERLIN1	15.2	13.4	13.55	78.8	28.26	0	13.9	22.85	0
ERLIN2	17.1	11.6	8.56	28.5	16.33	9.93	14.9	71.3	0
ERMAP	32.17	17.91	262.39	13.3	0	0	18.54	0	0
ERMN	0	0	0	0	0	0	0	0	4.38
ERMP1	6.23	0	0	0	14.3	0	0	0	0
ERN1	16.3	9.35	13.9	11.2	6.13	26.8	18.8	0	0
ERN2	0	0	0	0	0	4.39	0	0	0
ERO1A	1.64	2	0	0	10.2	0	0	0	0
ERO1B	15.4	6.08	0	0	0	0	0	0	0
ERP29	5.41	4.29	9.91	5.1	26.9	0	18.99	5.16	0
ERP44	0	0	0	0	0	0	0	0	0
ERRFI1	22.2	15	0	0	0	21.17	16.35	0	0
ERV3-1	0	0	0	0	0	0	0	0	0
ERVH48-1	0	0	0	0	0	0	0	0	0
ERVK13-1	21.93	14.55	20.6	19.4	8.4	0	18.4	0	0
ERVMER34-1	0	0	0	0	0	0	0	0	0
ESCO1	32.42	25.22	0	7.93	0	0	15.66	0	0
ESCO2	17.38	18.54	0	0	0	0	24.68	0	0
ESD	2.38	1.44	0	0	0	0	14.2	0	0
ESF1	23.63	19.94	8.44	0	0	3.14	0	0	0
ESM1	0	0	0	0	0	0	0	0	0
ESPL1	12.2	13.01	12.28	30.57	41.35	0	14.75	0	0
ESPN	0	0	0	0	0	0	0	0	0
ESPNL	43.17	4.75	116.7	0	0	0	11.3	0	0
ESR2	4.21	0	0	0	0	0	0	0	0
ESRG	0	0	0	6.9	3.57	8.22	7.84	17.3	0
ESRP1	0	0	0	0	0	0	0	0	0
ESRP2	22.81	17.17	54.5	39.4	107.53	12.1	47.3	122.8	0
ESRRA	16	4.97	35.4	0	16.67	0	6.94	32.1	0
ESRRB	37.8	7.87	45.6	0	0	0	0	0	0
ESRRG	34.4	12	0	28.6	0	16.8	32.27	0	0
ESX1	0	0	0	0	0	0	0	0	0
ESYT1	5.56	4.54	6.93	17.3	29.37	0	20.08	18.1	0
ESYT2	0	0	0	0	40.88	0	7.01	0	0
ESYT3	0	0	0	0	4.09	0	4.08	0	0
ETAA1	33.06	20.42	0	8.83	0	0	18.88	0	0
ETF1	9.15	8.12	3.71	19.29	14.13	28.5	22.76	16.65	0
ETFA	0	0	0	0	10.9	0	9.45	0	0
ETFB	0	0	0	0	29.2	0	5.58	0	0
ETFBKMT	12.2	15.6	0	0	0	0	6.38	0	0
ETFDH	3.32	2.45	0	0	0	0	2.33	0	0
ETFRF1	3.82	1.62	0	0	0	0	0	0	0
ETHE1	0	0	0	0	0	0	12.3	0	0
ETNK1	0	0	12.8	0	15.7	0	3.27	0	0
ETNK2	0	0	0	0	0	0	0	0	0
ETS1	0	0	0	0	14.3	0	5.05	0	0
ETS2	23.51	26.6	264.48	83.5	2836.75	22	58.3	53.6	6.45
ETV1	0	0	0	0	0	0	0	0	0
ETV2	0	0	0	0	0	0	0	0	0
ETV3	39.2	37.2	112	57.8	157	35.7	55.32	50.5	0
ETV4	0	0	0	0	0	0	2.46	0	0
ETV5	0	0	0	0	0	0	16.99	0	0
ETV6	25.28	6.98	67.6	12.9	25.85	0	16.6	26.9	0
ETV7	0	0	0	0	0	0	0	0	0
EVA1A	0	12.5	0	12.2	21.1	0	40	47.8	0
EVA1B	10.6	13.68	8.71	31.6	54.5	0	14.4	37.9	0
EVA1C	13	0	0	61.7	25.57	9.29	17.9	38.1	0
EVC	86.65	32.8	140	63.9	57.9	11.7	148.9	47	0
EVC2	0	0	0	0	0	0	0	0	0
EVI2A	0	0	0	0	0	0	0	0	0
EVI2B	0	0	0	0	0	0	0	0	0
EVI5	9.97	4.63	9.53	0	0	24.17	0	0	0
EVI5L	25.6	10.2	50.8	0	13.6	0	14.43	0	0
EVL	0	0	0	0	0	0	0	0	0
EVPL	0	0	0	0	73.3	0	10.59	0	0
EVX1	0	0	0	0	0	0	0	0	0
EWSAT1	0	0	0	0	0	0	0	0	0
EWSR1	3.7	0	0	2.05	43.64	0	9.23	0	0
EXD1	0	0	0	0	0	4.86	0	0	0
EXD2	13.39	6.49	0	11.6	0	0	30.78	0	0
EXD3	65.2	28.31	209.8	0	48.3	0	16.4	18.9	0
EXO1	7.02	4.11	1.62	0	10.2	0	0	0	0
EXO5	42.6	31.9	0	82.5	7.49	7.34	39.2	0	0
EXOC1	6.35	6.04	0	0	0	0	0	0	0
EXOC2	5.9	3.8	0	13.6	0	0	6.91	0	0
EXOC3	7.59	11.7	18	11.6	37.22	3.41	15.57	49.1	15.9
EXOC3-AS1	23.7	3.7	16.98	0	0	0	3.68	0	0
EXOC3L1	0	0	0	0	0	0	0	0	0
EXOC3L4	0	0	0	27.2	25.9	0	38.9	0	0
EXOC4	4.17	2.32	0	7.81	0	0	0	0	0
EXOC5	7.31	4.97	0	0	8.17	0	6.6	0	0
EXOC6	5.1	0	0	0	0	0	0	0	0
EXOC6B	0	2.11	0	0	0	0	0	0	0
EXOC7	19.24	21.42	29.52	13.76	88.2	0	31.56	52.7	0
EXOC8	43.48	37.2	115.1	191	81.75	12.2	41.41	90.8	0
EXOG	21.22	16.89	10.6	44.5	13.6	15.27	12	14.4	0
EXOSC1	0	0	0	0	10.2	0	0	0	0
EXOSC10	0	0	0	0	5.67	0	0	0	0
EXOSC2	25.27	18.54	87.39	86.9	137.8	29.81	59.01	54.3	0
EXOSC3	4.89	3.08	2.83	0	5.79	0	0	0	0
EXOSC4	8.02	7.34	53.81	11.5	342.3	3.64	18.23	25.3	0
EXOSC5	0	0	0	0	13.6	0	6.06	0	0
EXOSC6	20.03	21.33	131.33	48.8	166.4	16.1	52.99	75.8	0
EXOSC7	0	0	0	0	40.2	0	5.38	0	0
EXOSC8	1.85	0	0	0	0	0	5.29	0	0
EXOSC9	1.62	1.68	0	0	0	0	0	0	0
EXPH5	61.29	63.28	58.08	49.7	0	8.78	50.2	0	31.8
EXT1	45.73	25.42	33.14	70.2	126.85	39.5	92.5	70.12	0
EXT2	16.92	13.12	18.27	77.1	49	14.41	28.51	58.2	13.1
EXTL1	0	0	0	0	0	0	0	0	0
EXTL2	42.39	24.7	0	204.9	18.38	20.74	108.5	8.66	0
EXTL3	51.81	42.1	65.75	74	133.3	41.5	136.64	73.7	5.7
EYA1	8.15	5.57	8.26	0	0	0	0	0	0
EYA2	5.34	3.43	0	0	0	0	0	0	0
EYA3	2.5	0	0	0	0	6.82	9.07	14.7	0
EYA4	23.75	23.4	7.02	29.9	10.2	10.8	33.86	0	0
EYS	7.82	0	0	0	0	0	0	0	0
EZH1	9.3	8.24	3.14	0	0	0	3.25	0	0
EZH2	1.8	1.68	0	0	5.79	0	0	0	0
EZR	5.16	7.27	1.88	13.91	71.5	0	16.5	26.7	0
F10	0	0	0	0	0	0	0	0	0
F11R	9.81	6.49	0	14.9	0	13.79	6.44	0	0
F12	0	0	0	0	0	0	0	0	0
F2	0	0	0	0	0	0	0	0	0
F2R	43.25	35.27	18.3	25.8	23.2	12.5	37.26	0	0
F2RL1	13	32.7	18.65	31.3	10.9	13.8	111.69	0	0
F2RL2	0	0	0	0	0	0	0	0	0
F2RL3	0	0	0	0	0	11.55	0	0	0
F3	7.25	3.64	0	0	11.6	4.61	12.54	0	0
F5	0	2.18	0	0	0	5.91	0	0	0
F7	0	0	0	0	0	0	0	0	0
F8	48.52	24	0	0	0	0	0	0	0
F8A1	8.34	0	0	0	0	0	11.3	0	0
FA2H	0	0	0	0	0	0	0	0	0
FAAH	0	0	0	0	0	0	0	0	0
FAAP100	19.96	20.92	178	67.31	334.1	25	62.74	110.9	0
FAAP20	32.31	22.38	168.6	8.83	17.7	0	17.56	0	0
FAAP24	7.72	6.17	9.24	0	0	0	0	0	0
FABP5	5.05	11.1	0	0	20	0	17.7	0	0
FADD	12.1	10.5	70.6	107	141	58.7	23.51	16.5	0
FADS1	0	0	0	10.9	55.1	6.9	0	0	0
FADS2	0	0	0	0	12.3	0	0	0	0
FADS3	0	0	0	0	20.45	0	2.81	0	0
FADS6	0	0	0	0	0	17.5	0	0	0
FAF1	0	0	0	0	30.7	0	3.74	0	0
FAF2	35.17	26.14	17.66	42.95	45.21	21.95	115.9	51.1	0
FAH	0	0	0	0	0	0	0	0	0
FAHD1	56.46	19.84	6.52	30.4	20.4	0	22.14	0	0
FAHD2CP	16.5	14	309	0	7.49	0	14.4	0	13.8
FAIM	5.07	1.84	0	0	0	0	0	0	0
FAIM2	0	0	0	0	0	0	0	0	2.78
FALEC	0	0	0	0	0	0	0	0	0
FAM102A	12.83	15.6	48.6	0	75.6	0	28.76	36.6	0
FAM102B	4.53	5.69	0	0	6.13	0	3.58	0	0
FAM103A1	2.89	3.1	0	0	0	0	9.49	0	0
FAM104A	24.17	13.2	28.63	161.73	88.48	32.1	41.48	46.5	0
FAM104B	3.14	2.11	0	0	0	0	0	0	0
FAM105A	46.5	20.58	75.57	68	19.68	3.69	29.69	0	0
FAM106A	0	0	0	0	0	3.3	0	0	0
FAM107B	16.02	15.8	10.4	22.8	44.9	8.82	18.4	34.1	17.3
FAM109A	30.65	15.58	127.7	14.3	30.7	0	47.25	17.8	0
FAM109B	0	0	0	0	0	0	0	0	0
FAM110A	40.2	38.7	35.8	23.4	47.65	12.1	29.8	21.1	0
FAM110B	37.21	41.02	140.3	0	0	0	0	0	24.18
FAM110C	22.7	10.2	0	10.5	16.3	0	36.79	0	0
FAM110D	0	0	0	0	0	0	0	0	0
FAM111A	0	0	0	27.22	0	22.18	28.77	11.8	0
FAM111B	0	0	0	51.31	0	0	66.04	14.7	0
FAM114A1	3.61	0	0	0	0	15.29	16.42	0	0
FAM114A2	0	0	0	0	0	0	0	0	0
FAM117A	0	0	0	0	0	0	0	0	0
FAM117B	25.6	8.86	11	31.21	14.3	35.4	11	0	0
FAM118A	23.9	14	70.6	27.1	23.8	26.79	41.4	43.3	0
FAM118B	3.92	2.14	0	0	0	0	3.4	0	0
FAM120A	5.44	2.92	4.19	5.32	105.23	0	11.51	0	0
FAM120AOS	22.54	16.06	23.53	0	32	0	36.03	0	0
FAM120B	16.1	18.83	3.4	20.7	0	0	30.1	0	0
FAM120C	19.26	14.1	7.45	17.1	40.8	10.8	36.41	17.7	0
FAM122A	48.57	60.33	52.54	42.9	24.6	9.5	36.32	17.1	0
FAM122B	4.93	0	0	0	19.75	0	5.33	0	0
FAM122C	8.08	0	0	0	0	4.39	0	0	0
FAM124A	71.5	19.66	63.3	0	0	10.8	20.7	0	0
FAM124B	0	0	0	0	0	0	0	0	0
FAM126A	19.89	10.49	19.4	0	0	0	15.05	0	0
FAM126B	5.93	4.87	0	0	0	0	10.8	0	0
FAM127A	14.1	9.3	39.87	12.51	128.1	5.61	28.6	31.8	5.02
FAM127B	15.92	16.28	13.49	18.2	123.6	12.1	33.99	16.5	6.68
FAM127C	16.44	23.21	37.6	45.5	53.8	6.48	49.89	39.1	0
FAM129A	18.09	0	0	18	18.72	6.48	20.79	27.4	0
FAM129B	10.6	7.72	91	9.98	215.23	4.75	18.89	86.3	0
FAM131A	12.8	8.31	23.7	0	19.7	0	9.35	0	0
FAM131B	65.56	20.45	48.6	0	0	0	0	0	3.95
FAM131C	0	0	0	0	0	0	0	0	0
FAM132A	0	0	0	0	0	0	0	0	0
FAM133A	16.94	0	0	0	0	0	0	0	0
FAM133B	7.18	5.33	0	0	0	0	0	0	0
FAM134A	14.88	9.18	35.1	11	39.13	4.32	8.21	31.8	0
FAM134B	28	23	58.2	60.1	15	27.9	26.2	37.4	29.7
FAM134C	16.3	22.1	112	61.8	22.8	17.28	85.9	37.1	0
FAM135A	23.54	18.68	18.8	0	0	0	9.92	0	0
FAM136A	7.4	6.09	0	0	22.5	0	5.92	0	0
FAM13A	22.01	17.61	18.58	118	19.1	23.8	110.46	24.4	0
FAM13A-AS1	16.9	16	17.6	123	19.1	23.3	113	25.3	0
FAM13B	14.34	6.88	0	12.2	0	0	12.5	0	0
FAM149A	0	0	0	0	0	0	0	0	0
FAM149B1	1.77	0	0	0	0	0	0	0	0
FAM150A	0	0	0	0	0	0	0	0	0
FAM150B	0	0	0	0	0	0	0	0	0
FAM151A	0	0	0	0	0	0	0	0	0
FAM151B	4.43	0	0	0	0	0	0	0	0
FAM153A	0	0	0	0	0	0	0	0	0
FAM153B	0	0	0	0	0	0	0	0	0
FAM153C	0	0	0	0	0	5.33	0	0	0
FAM155A	0	0	0	0	0	0	0	0	20.7
FAM155B	27.65	21.82	120.1	0	0	0	0	0	0
FAM156A	8.21	21.4	144	0	9.53	0	5.26	0	0
FAM159A	0	0	0	0	0	0	0	0	0
FAM159B	0	0	0	0	0	0	0	0	0
FAM160A1	33.12	29.6	19.43	10.9	30.63	0	21.59	11.9	0
FAM160A2	23.49	12.38	220	6.12	16.3	0	17.74	13.6	0
FAM160B1	11.3	11.2	0	10.2	0	0	12.4	11.2	0
FAM160B2	6.26	5.34	0	0	24.5	0	12.29	0	0
FAM161A	20.34	30.57	0	10.2	0	7.13	12.37	0	0
FAM161B	0	0	0	0	0	6.48	0	0	0
FAM162A	0	0	0	0	6.81	0	8.78	0	0
FAM162B	0	0	0	0	0	0	0	0	0
FAM163A	0	0	0	0	0	0	0	0	0
FAM163B	0	0	0	0	0	0	0	0	0
FAM166A	1.76	0	0	0	0	0	4.85	0	0
FAM166B	0	0	0	0	0	0	0	0	0
FAM167A	24.5	0	0	0	0	0	0	0	0
FAM167B	0	0	0	0	0	0	4.28	0	0
FAM168A	0	0	0	0	0	0	0	0	0
FAM168B	2.89	0	0	0	55.14	0	4.63	0	0
FAM169A	12.87	9.32	20.1	0	0	0	11.3	0	14.5
FAM169B	0	0	0	0	0	5.83	0	0	0
FAM171A1	24.82	14.2	44.2	0	0	0	26.8	0	24.18
FAM171A2	32.2	18.3	430	18	22.5	0	45	19.7	0
FAM171B	36.7	26.9	63.7	28.2	21.8	0	44.9	0	21.99
FAM172A	0	0	0	0	0	0	0	0	0
FAM172BP	0	0	0	0	0	5.29	0	0	0
FAM173A	6.46	0	3.14	0	17.58	0	15	11.7	0
FAM173B	8.32	10.2	0	16.6	4.77	11.37	8.95	0	0
FAM174A	2.01	0	0	0	0	0	0	0	0
FAM174B	19.3	20.16	20.6	0	0	0	5.67	0	0
FAM175A	2.7	0	0	0	0	0	0	0	0
FAM175B	26.83	22.22	54.3	49.3	28.6	25.5	46.8	69.4	0
FAM177A1	10.8	5.51	0	0	12.9	7.43	7.37	0	0
FAM178B	0	0	0	0	0	0	0	0	0
FAM179A	0	0	9.32	0	0	0	0	0	0
FAM179B	32.61	14.88	9.24	75.95	9.98	17.3	35.89	40.6	0
FAM181A	0	0	0	0	0	0	0	0	0
FAM181B	31	0	0	0	0	0	0	0	0
FAM183A	0	0	0	0	0	0	0	0	0
FAM184A	11.73	5.28	0	0	0	0	0	0	0
FAM184B	0	0	0	0	0	2.74	0	0	0
